iso3,country_name,region,income_group,start_year,end_year,pm25_mean,pm25_latest,pm25_peak,pm25_trend,gdp_mean,urban_mean,pm25_percent_change
AFE,Africa Eastern and Southern,Aggregates,Aggregates,2004,2020,27.764879564714608,26.7556863585895,29.9084407978715,0.04376635708470765,1419.4508922971454,33.20504327703585,-3.634783301591034
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,2004,2020,62.84677416603075,46.0870936659706,77.1437275538632,0.25574865787239953,500.6636109145222,24.189647058823528,-26.66752704885672
AFW,Africa Western and Central,Aggregates,Aggregates,2004,2020,54.58638504945134,54.8918200968729,71.2950510903224,0.34130168116915915,1687.803535716416,42.91928412155232,0.5595443756622808
AGO,Angola,Sub-Saharan Africa ,Lower middle income,2004,2020,24.38781443361496,25.1452381976267,25.1807008149163,0.04190610556106635,2931.6532273403996,61.15841176470588,3.1057467903632427
ALB,Albania,Europe & Central Asia,Upper middle income,2004,2020,20.089237509889102,15.7070036417042,22.7999042481871,-0.4177968748294265,3682.4090252758415,54.153764705882345,-21.813838708550833
AND,Andorra,Europe & Central Asia,High income,2004,2020,11.854857258792983,9.08028059086901,14.9275487539332,-0.36632850555150354,38259.16641417538,88.81917647058823,-23.404555680044258
ARB,Arab World,Aggregates,Aggregates,2004,2020,45.473964976233916,39.7132146879838,49.0223476394788,-0.12991465702852745,5992.306922600748,56.17012832931005,-12.668238389286834
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,2004,2020,43.63466106818936,36.3055030826594,49.8585704896572,-0.13035415304562806,46134.95336809391,84.6399411764706,-16.796642407916124
ARG,Argentina,Latin America & Caribbean ,Upper middle income,2004,2020,14.599099504243654,14.9081737974407,16.3426626515998,-0.08669428806577832,12810.290789851388,91.06558823529411,2.117077790361005
ARM,Armenia,Europe & Central Asia,Upper middle income,2004,2020,34.148854521965205,30.5796334750125,43.2896148307344,0.39749870235299845,3196.972642368522,63.41064705882353,-10.451949551212364
ASM,American Samoa,East Asia & Pacific,High income,2004,2020,6.47195589567967,6.71514739512663,6.98174556652016,0.01966837215004267,12598.825581045947,87.52382352941176,3.7576198504273073
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,2004,2020,18.2412784067897,19.6982695582914,19.9208792974299,0.15425858955381785,17216.17546021813,26.233823529411765,7.987330268252387
AUS,Australia,East Asia & Pacific,High income,2004,2020,7.482103337235653,8.25171746070811,9.33099031566264,0.07499050464281987,54935.10145758797,85.37311764705883,10.286066481364566
AUT,Austria,Europe & Central Asia,High income,2004,2020,14.84869332992939,10.9335136815146,18.4343485142981,-0.480017950435127,43635.665549576646,58.00788235294118,-26.367166197198355
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2004,2020,23.194155837015412,21.7269999756599,29.1805878419231,0.2744386205014191,4760.433158891904,54.048,-6.325541104686752
BDI,Burundi,Sub-Saharan Africa ,Low income,2004,2020,29.671927549790798,29.6541345084659,31.2135166042476,0.008587470033141035,283.7786392689668,11.28094117647059,-0.059965909848758756
BEL,Belgium,Europe & Central Asia,High income,2004,2020,14.901382123277813,11.2160664677018,17.70163525187,-0.460199365367627,40394.25361228478,97.7330588235294,-24.73136803745936
BEN,Benin,Sub-Saharan Africa ,Lower middle income,2004,2020,49.06676070562065,51.0478241974862,66.6561284323416,0.7057689549216983,979.9457640088519,44.16188235294118,4.037485791554638
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,2004,2020,59.23030049227029,58.4706762025055,71.873244459767,-0.2326111046105068,596.0160768298706,25.79235294117647,-1.2824927164837192
BGD,Bangladesh,South Asia,Lower middle income,2004,2020,54.89515408449034,42.3813762359965,68.3283645116627,0.3576933221101739,1093.8983065627615,32.04670588235294,-22.795778711602875
BGR,Bulgaria,Europe & Central Asia,High income,2004,2020,22.303966881926094,17.1474236131426,26.1914143794342,-0.5151486111850069,6825.592002040155,72.97176470588234,-23.11939977350878
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,2004,2020,67.33141318937595,58.4950629834781,75.9706504898194,-0.7726425767721897,23532.951018902488,88.83370588235294,-13.123666632459924
BHS,"Bahamas, The",Latin America & Caribbean ,High income,2004,2020,18.126659886283427,18.9393918728687,19.1256311837319,0.07041939108968122,31095.180327037993,82.60517647058823,4.483627936331907
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2004,2020,34.33736812482246,26.6019532713554,39.4031643248459,-0.7268252178430068,4304.015320194412,46.24158823529412,-22.527687111450852
BLR,Belarus,Europe & Central Asia,Upper middle income,2004,2020,18.960413412399507,14.6089903841381,22.4773987093966,-0.4841799801760608,5477.529248912425,75.69264705882352,-22.950042984905146
BLZ,Belize,Latin America & Caribbean ,Upper middle income,2004,2020,25.28275949668095,28.6518070195516,28.6518070195516,0.24098883690401532,6001.9446578017005,45.42123529411764,13.325473919541619
BMU,Bermuda,North America,High income,2004,2020,7.43371253804106,7.33600052500811,8.46710713298417,-0.05565773984821056,113916.71758938885,100.0,-1.3144443309170333
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,2004,2020,34.98075219482805,22.879459074231,59.7162505298355,-2.2515574620704557,2686.5385206619326,67.11805882352941,-34.59414781362604
BRA,Brazil,Latin America & Caribbean ,Upper middle income,2004,2020,13.951078695014033,12.1793252040724,15.539471795948,-0.24973068578215096,8510.282202771277,84.87741176470588,-12.699759851364314
BRB,Barbados,Latin America & Caribbean ,High income,2004,2020,22.125462073222778,23.7309657842996,24.4150757393389,0.21059278700574605,19556.044983093485,31.780647058823526,7.2563624016687704
BRN,Brunei Darussalam,East Asia & Pacific,High income,2004,2020,7.28972371910871,7.59726503432135,8.03840256929202,0.06419642353528668,32908.92508529463,75.60470588235296,4.218833621999636
BTN,Bhutan,South Asia,Lower middle income,2004,2020,32.72111899680784,23.9456576369223,40.2981530542455,0.02805394756662138,2544.6234199764335,36.30229411764706,-26.818952495914473
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,2004,2020,21.05412046473455,18.9057549925814,22.702553769979,-0.09356493262480675,6089.785302642618,63.72994117647058,-10.204014343660853
CAF,Central African Republic,Sub-Saharan Africa ,Low income,2004,2020,33.738329675456576,34.4334184466457,38.5999376665904,0.13843951550638095,431.0138405801082,39.648411764705884,2.060234688188429
CAN,Canada,North America,High income,2004,2020,7.790100884039594,6.56566994375263,9.64158604337681,-0.20923904709065838,42541.82769625058,80.94364705882353,-15.717780276704582
CEB,Central Europe and the Baltics,Aggregates,Aggregates,2004,2020,20.935053714537215,15.7396365732288,23.9580618563879,-0.5096696013435442,11889.32971693074,62.05412642597016,-24.816832152194284
CHE,Switzerland,Europe & Central Asia,High income,2004,2020,12.200034345057507,9.06104968621636,14.6563247870221,-0.3535326825693136,82126.32858017307,73.65535294117646,-25.729310017170693
CHL,Chile,Latin America & Caribbean ,High income,2004,2020,23.699985312383088,23.2750668049145,26.6987521826339,-0.14258200467812362,12212.994128316559,87.19858823529411,-1.7929062059231429
CHN,China,East Asia & Pacific,Upper middle income,2004,2020,48.01502911548549,34.8105237153218,58.4662215596184,-0.7149535346884316,6787.626346353711,51.58882352941176,-27.50077557675595
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,2004,2020,47.53084228590588,49.4977827339493,61.954609777616,0.3166950415052425,1667.8649177921595,48.20058823529411,4.1382402529539695
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,2004,2020,40.856204490466126,39.8126251004519,51.9499452409616,0.17380246163743604,1352.5741698812358,52.761823529411764,-2.5542739542968174
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,2004,2020,26.662628533755996,26.6494833206385,28.461870876218,0.020000106015687687,410.8255621600961,41.17094117647059,-0.049302014993961814
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,2004,2020,28.180962767258887,28.5737499496554,30.5591063026375,0.05928845014340094,2166.2289089262395,64.17476470588235,1.3938032764901163
COL,Colombia,Latin America & Caribbean ,Upper middle income,2004,2020,18.50839127804273,14.1832514905064,21.8887421322682,-0.4091676706560803,5559.146953971114,78.63382352941177,-23.368534426152003
COM,Comoros,Sub-Saharan Africa ,Lower middle income,2004,2020,11.674756676485911,11.9332724091044,12.3436803657737,-0.031807179257078544,1228.7490229277194,28.31729411764706,2.214313666503775
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,2004,2020,37.658151815494925,42.3225220905558,53.8692623569653,0.7395930783712769,3267.2784520344003,62.391294117647064,12.38608388938955
CRI,Costa Rica,Latin America & Caribbean ,High income,2004,2020,17.691267615048602,14.3075712471404,20.4200904256551,-0.34031697354113805,10857.014581809912,73.40817647058824,-19.12636472148526
CSS,Caribbean small states,Aggregates,Aggregates,2004,2020,23.179658119851698,24.8557248353072,25.0874236712079,0.20507056154231043,13591.66587502329,48.529105845802505,7.230765470264084
